Age,AgeGroup,Attrition,AttritionFlag,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,SatisfactionGroup,MaritalStatus,MonthlyIncome,IncomeGroup,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,TenureGroup,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
32,25-34,No,0,Travel_Rarely,"$1,130",Research & Development,2 km,3,Technical Degree,1061,2,Female,$57,4,2,Research Scientist,1,Low,Single,"$11,327",High Income,"$3,304",2,No,14,4,4,1,8,2,1,0,0-1 Years,0,0,0
33,25-34,Yes,1,Travel_Rarely,$131,Human Resources,7 km,3,Human Resources,1062,3,Male,$98,1,2,Manager,1,Low,Married,"$10,059",High Income,"$14,887",2,No,19,3,1,1,12,3,1,2,2-4 Years,1,1,2
37,35-44,No,0,Travel_Rarely,$987,Human Resources,4 km,3,Other,1063,1,Male,$76,4,1,HR Business Partner,2,Medium,Divorced,"$7,311",High Income,"$6,112",3,Yes,17,3,4,2,17,6,1,0,0-1 Years,0,0,0
32,25-34,No,0,Travel_Frequently,$698,Sales,15 km,3,Life Sciences,1064,1,Female,$41,1,1,Manager,3,High,Single,"$6,066",Middle Income,"$24,508",1,Yes,11,3,4,0,8,4,1,4,2-4 Years,0,2,4
28,25-34,No,0,Travel_Rarely,"$1,396",Sales,15 km,3,Technical Degree,1065,2.5,Male,$45,4,1,Sales Representative,1,Low,Single,"$8,901",High Income,"$15,861",3,No,11,4,3,2,3,4,1,3,2-4 Years,3,0,0
48,45-54,No,0,Travel_Rarely,$792,Research & Development,8 km,3,Technical Degree,1066,2,Male,$73,3,2,Research Director,3,High,Married,"$13,173",High Income,"$9,187",1,No,12,3,2,1,27,0,1,9,5-9 Years,9,7,3
25,25-34,Yes,1,Travel_Frequently,$116,Research & Development,12 km,3,Technical Degree,1067,2,Female,$60,1,1,Manager,3,High,Married,"$6,649",Middle Income,"$11,006",1,Yes,20,3,3,2,3,0,1,3,2-4 Years,3,1,0
37,35-44,No,0,Travel_Rarely,"$1,383",Research & Development,5 km,3,Other,1068,2,Male,$92,2,2,Manufacturing Director,4,Very High,Married,"$12,678",High Income,"$18,906",2,No,17,3,3,3,8,5,1,2,2-4 Years,2,0,1
45,45-54,No,0,Travel_Rarely,"$1,208",Sales,6 km,3,Technical Degree,1069,3,Female,$41,1,2,Manager,3,High,Married,"$7,660",High Income,"$9,823",4,No,19,3,4,0,19,3,1,1,0-1 Years,1,0,1
25,25-34,No,0,Travel_Rarely,"$1,062",Research & Development,2 km,3,Technical Degree,1070,2,Male,$94,4,2,Manager,1,Low,Married,"$11,104",High Income,"$14,241",1,Yes,14,3,2,1,6,4,1,1,0-1 Years,1,1,1
31,25-34,No,0,Travel_Frequently,$887,Sales,2 km,3,Other,1071,3,Female,$76,1,1,Sales Representative,4,Very High,Divorced,"$6,856",Middle Income,"$25,067",1,No,11,3,3,1,5,5,1,4,2-4 Years,4,0,4
31,25-34,No,0,Travel_Rarely,"$1,187",Research & Development,2 km,3,Life Sciences,1072,2,Male,$31,4,1,Manufacturing Director,1,Low,Divorced,"$5,403",Middle Income,"$19,941",3,No,16,4,3,1,11,5,1,0,0-1 Years,0,0,0
23,Under 25,No,0,Travel_Rarely,$656,Research & Development,19 km,3,Life Sciences,1073,4,Male,$44,4,1,Healthcare Representative,1,Low,Married,"$9,929",High Income,"$14,528",2,Yes,18,3,2,2,0,3,1,0,0-1 Years,0,0,0
33,25-34,Yes,1,Travel_Rarely,$103,Human Resources,22 km,3,Life Sciences,1074,2.5,Female,$49,2,2,HR Business Partner,4,Very High,Married,"$7,867",High Income,"$8,948",2,No,23,3,3,0,14,0,1,0,0-1 Years,0,0,0
36,35-44,Yes,1,Travel_Rarely,$749,Research & Development,19 km,3,Technical Degree,1075,2,Male,$96,2,1,Research Director,4,Very High,Married,"$8,376",High Income,"$18,943",3,Yes,13,4,4,3,11,5,1,0,0-1 Years,0,0,0
36,35-44,Yes,1,Travel_Rarely,"$1,143",Research & Development,1 km,3,Life Sciences,1076,3,Female,$68,1,1,Research Scientist,1,Low,Single,"$7,798",High Income,"$3,507",2,No,14,3,2,0,9,6,1,1,0-1 Years,1,0,1
43,35-44,No,0,Travel_Rarely,"$1,375",Sales,1 km,3,Marketing,1077,2,Female,$82,1,2,Sales Executive,2,Medium,Married,"$9,045",High Income,"$25,899",3,No,11,3,2,1,24,6,1,2,2-4 Years,2,0,2
22,Under 25,No,0,Non-Travel,$272,Research & Development,17 km,3,Life Sciences,1078,2,Female,$68,3,1,Manager,2,Medium,Single,"$7,080",High Income,"$8,902",0,No,11,3,2,0,0,5,1,0,0-1 Years,0,0,0
42,35-44,No,0,Travel_Rarely,$826,Research & Development,4 km,3,Technical Degree,1079,3,Male,$36,2,2,Research Director,3,High,Divorced,"$7,065",High Income,"$3,811",3,No,13,3,4,2,19,3,1,5,5-9 Years,5,1,2
45,45-54,No,0,Travel_Rarely,$587,Sales,12 km,3,Life Sciences,1080,4,Male,$44,3,2,Sales Executive,4,Very High,Single,"$5,099",Middle Income,"$14,799",3,Yes,11,3,3,1,22,5,1,6,5-9 Years,6,0,3
28,25-34,No,0,Travel_Rarely,$396,Human Resources,2 km,3,Other,1081,4,Female,$96,3,2,Manager,2,Medium,Single,"$10,671",High Income,"$19,986",4,No,14,3,3,1,8,2,1,7,5-9 Years,0,0,7
36,35-44,Yes,1,Travel_Frequently,"$1,177",Research & Development,9 km,3,Medical,1082,2,Male,$56,3,2,Research Scientist,4,Very High,Married,"$9,615",High Income,"$17,534",3,Yes,19,3,2,3,15,5,1,7,5-9 Years,0,0,0
31,25-34,No,0,Travel_Rarely,"$1,408",Research & Development,1 km,3,Other,1083,2.5,Male,$34,3,2,Laboratory Technician,3,High,Single,"$10,057",High Income,"$13,192",4,No,14,4,1,1,8,5,1,8,5-9 Years,8,0,2
38,35-44,No,0,Travel_Rarely,"$1,123",Sales,14 km,3,Other,1084,1,Male,$93,1,1,Sales Executive,3,High,Married,"$7,347",High Income,"$3,296",3,No,19,4,3,3,15,5,1,2,2-4 Years,2,2,2
54,45-54,No,0,Travel_Rarely,$595,Research & Development,11 km,3,Other,1085,4,Male,$58,2,2,Research Scientist,3,High,Married,"$10,185",High Income,"$20,777",4,Yes,15,4,1,0,37,4,1,6,5-9 Years,0,1,0
36,35-44,No,0,Travel_Rarely,$465,Research & Development,1 km,3,Medical,1086,2,Male,$37,1,1,Healthcare Representative,3,High,Single,"$7,617",High Income,"$10,771",2,Yes,16,3,1,1,6,6,1,0,0-1 Years,0,0,0
33,25-34,No,0,Travel_Rarely,$635,Sales,2 km,3,Technical Degree,1087,3,Female,$95,4,1,Sales Executive,4,Very High,Divorced,"$8,722",High Income,"$18,283",1,No,17,3,1,1,10,5,1,2,2-4 Years,1,0,2
30,25-34,No,0,Travel_Rarely,"$1,496",Research & Development,19 km,3,Technical Degree,1088,4,Male,$38,4,2,Manufacturing Director,4,Very High,Single,"$9,714",High Income,"$14,499",1,No,20,3,2,1,1,2,1,0,0-1 Years,0,0,0
37,35-44,No,0,Travel_Rarely,$844,Research & Development,1 km,3,Technical Degree,1089,2,Male,$36,4,5,Research Director,4,Very High,Married,"$17,818",High Income,"$19,594",2,No,11,3,3,0,20,5,1,20,10+ Years,4,0,0
26,25-34,No,0,Travel_Rarely,"$1,195",Research & Development,6 km,3,Technical Degree,1090,2,Female,$73,4,2,Research Director,4,Very High,Divorced,"$8,989",High Income,"$25,914",4,No,13,3,2,1,4,4,1,4,2-4 Years,4,4,3
36,35-44,Yes,1,Travel_Frequently,$478,Human Resources,19 km,3,Other,1091,4,Male,$51,3,3,HR Business Partner,3,High,Married,"$10,058",High Income,"$4,218",2,No,15,3,4,2,17,3,1,7,5-9 Years,1,3,0
32,25-34,No,0,Travel_Rarely,$249,Sales,3 km,3,Other,1092,2,Female,$53,3,3,Manager,2,Medium,Married,"$12,281",High Income,"$10,059",1,No,12,3,1,1,9,2,1,9,5-9 Years,0,0,1
53,45-54,No,0,Travel_Rarely,$488,Research & Development,7 km,3,Medical,1093,3,Female,$88,1,2,Healthcare Representative,4,Very High,Married,"$12,720",High Income,"$5,044",2,No,13,3,4,2,33,2,1,6,5-9 Years,1,0,2
53,45-54,No,0,Travel_Rarely,$132,Research & Development,5 km,3,Other,1094,4,Female,$75,2,3,Manager,2,Medium,Divorced,"$9,322",High Income,"$25,400",0,No,11,4,1,0,29,5,1,6,5-9 Years,2,1,0
42,35-44,No,0,Travel_Rarely,$837,Sales,6 km,3,Technical Degree,1095,3,Male,$76,3,2,Sales Representative,3,High,Married,"$10,118",High Income,"$4,382",1,No,16,3,2,1,20,3,1,2,2-4 Years,2,0,0
32,25-34,No,0,Travel_Rarely,"$1,167",Research & Development,11 km,3,Other,1096,2,Male,$34,4,2,Research Director,4,Very High,Married,"$12,099",High Income,"$14,652",1,No,15,4,2,0,10,1,1,4,2-4 Years,4,1,2
46,45-54,No,0,Travel_Rarely,"$1,094",Research & Development,2 km,3,Life Sciences,1097,2,Female,$73,2,2,Manager,2,Medium,Single,"$8,744",High Income,"$10,560",2,Yes,13,4,2,1,26,5,1,2,2-4 Years,2,0,0
40,35-44,No,0,Travel_Rarely,$105,Unknown Department,1 km,3,Technical Degree,1098,4,Male,$79,2,1,Research Director,2,Medium,Divorced,"$10,306",High Income,"$23,641",4,No,15,3,1,2,17,2,1,1,0-1 Years,1,1,1
32,25-34,No,0,Travel_Frequently,"$1,082",Sales,1 km,3,Marketing,1099,1,Male,$64,1,1,Sales Executive,3,High,Married,"$8,100",High Income,"$9,074",1,No,11,3,2,2,12,3,1,2,2-4 Years,0,1,2
20,Under 25,No,0,Non-Travel,"$1,458",Sales,11 km,3,Other,1100,2.5,Male,$67,1,2,Sales Executive,4,Very High,Divorced,"$9,352",High Income,"$10,855",4,No,16,3,3,1,0,5,1,0,0-1 Years,0,0,0
23,Under 25,No,0,Travel_Rarely,$140,Research & Development,13 km,3,Other,1101,1,Female,$79,1,1,Healthcare Representative,1,Low,Single,"$7,837",High Income,"$25,151",2,Yes,16,3,4,2,0,6,1,0,0-1 Years,0,0,0
48,45-54,Yes,1,Non-Travel,$696,Sales,1 km,3,Other,1102,1,Male,$86,3,3,Sales Representative,4,Very High,Single,"$11,585",High Income,"$6,332",3,No,16,3,4,0,23,6,1,7,5-9 Years,0,0,1
40,35-44,No,0,Travel_Rarely,$464,Research & Development,1 km,3,Medical,1103,2,Male,$93,4,1,Research Scientist,1,Low,Single,"$7,997",High Income,"$13,638",2,No,15,3,2,1,18,6,1,4,2-4 Years,1,0,1
48,45-54,No,0,Non-Travel,$445,Unknown Department,15 km,3,Life Sciences,1104,2,Female,$93,4,2,Research Director,4,Very High,Single,"$12,332",High Income,"$12,412",3,No,17,3,2,1,28,5,1,3,2-4 Years,0,1,3
47,45-54,No,0,Travel_Rarely,"$1,408",Research & Development,5 km,3,Life Sciences,1105,3,Male,$79,3,2,Research Scientist,2,Medium,Single,"$8,807",High Income,"$12,269",6,No,11,3,2,2,20,0,1,2,2-4 Years,1,2,0
37,35-44,No,0,Travel_Rarely,$782,Research & Development,1 km,3,Life Sciences,1106,4,Female,$61,2,2,Manufacturing Director,3,High,Married,"$11,867",High Income,"$11,309",2,No,11,3,1,1,17,6,1,4,2-4 Years,1,1,1
35,35-44,No,0,Travel_Rarely,"$1,383",Research & Development,7 km,3,Other,1107,1,Female,$56,4,1,Laboratory Technician,4,Very High,Single,"$5,993",Middle Income,"$5,063",2,No,12,3,3,0,12,6,1,2,2-4 Years,1,1,2
35,35-44,No,0,Travel_Rarely,"$1,089",Research & Development,1 km,3,Life Sciences,1108,4,Female,$53,3,1,Manufacturing Director,2,Medium,Single,"$7,833",High Income,"$16,469",2,Yes,17,3,3,1,14,2,1,1,0-1 Years,1,1,1
31,25-34,No,0,Travel_Frequently,$979,Sales,24 km,3,Other,1109,2,Male,$36,2,2,Sales Executive,1,Low,Divorced,"$8,601",High Income,"$21,243",4,No,18,3,3,0,9,3,1,9,5-9 Years,3,0,5
41,35-44,No,0,Travel_Rarely,$996,Sales,6 km,3,Technical Degree,1110,1,Male,$90,2,2,Manager,3,High,Single,"$10,399",High Income,"$16,260",3,No,17,3,2,1,19,6,1,1,0-1 Years,0,0,1
32,25-34,No,0,Travel_Rarely,"$1,315",Research & Development,8 km,3,Technical Degree,1111,1,Male,$45,1,4,Research Scientist,1,Low,Divorced,"$14,162",High Income,"$13,714",4,No,12,3,1,0,14,2,1,12,10+ Years,2,2,1
44,35-44,No,0,Travel_Rarely,$971,Sales,3 km,3,Marketing,1112,2,Male,$73,4,2,Sales Executive,1,Low,Married,"$8,234",High Income,"$16,272",4,No,13,3,4,3,19,6,1,8,5-9 Years,7,0,2
43,35-44,No,0,Travel_Rarely,"$1,172",Research & Development,5 km,3,Technical Degree,1113,4,Male,$46,1,2,Manager,3,High,Divorced,"$8,403",High Income,"$4,454",8,No,16,3,1,2,22,1,1,2,2-4 Years,0,2,2
41,35-44,No,0,Travel_Frequently,$181,Research & Development,11 km,3,Medical,1114,3,Female,$48,4,2,Research Director,3,High,Single,"$10,554",High Income,"$15,505",4,No,18,3,4,1,20,1,1,7,5-9 Years,0,1,3
35,35-44,No,0,Travel_Rarely,$880,Research & Development,6 km,3,Other,1115,1,Male,$43,1,2,Research Scientist,2,Medium,Single,"$8,951",High Income,"$10,955",2,No,13,3,3,2,14,4,1,4,2-4 Years,0,1,4
53,45-54,No,0,Travel_Rarely,"$1,045",Sales,1 km,3,Other,1116,1,Male,$65,2,1,Sales Representative,1,Low,Single,"$6,574",Middle Income,"$22,421",3,Yes,15,3,3,0,32,3,1,0,0-1 Years,0,0,0
32,25-34,No,0,Travel_Rarely,$698,Research & Development,29 km,3,Medical,1117,3,Male,$78,2,3,Laboratory Technician,3,High,Married,"$11,694",High Income,"$14,794",2,No,18,3,1,3,9,4,1,9,5-9 Years,0,0,0
48,45-54,No,0,Travel_Rarely,$398,Research & Development,14 km,3,Technical Degree,1118,2,Female,$64,1,2,Research Scientist,1,Low,Married,"$11,547",High Income,"$10,838",1,No,11,3,1,1,25,1,1,6,5-9 Years,1,5,3
45,45-54,No,0,Travel_Rarely,"$1,442",Research & Development,1 km,3,Technical Degree,1119,2,Male,$94,3,3,Research Scientist,1,Low,Single,"$10,154",High Income,"$26,841",4,No,11,3,3,0,25,0,1,13,10+ Years,0,0,0
18,Under 25,Yes,1,Travel_Frequently,$225,Sales,9 km,3,Life Sciences,1120,1,Female,$56,1,2,Sales Representative,2,Medium,Single,"$8,473",High Income,"$4,296",0,No,14,3,4,0,0,6,1,0,0-1 Years,0,0,0
38,35-44,Yes,1,Travel_Rarely,"$1,398",Research & Development,11 km,3,Medical,1121,1,Female,$43,1,1,Healthcare Representative,1,Low,Divorced,"$8,832",High Income,"$13,644",3,Yes,20,4,2,1,14,6,1,0,0-1 Years,0,0,0
35,35-44,No,0,Travel_Rarely,$505,Research & Development,3 km,3,Technical Degree,1122,2,Male,$76,2,1,Healthcare Representative,1,Low,Married,"$10,118",High Income,"$6,033",1,Yes,21,3,2,0,10,0,3,0,0-1 Years,0,0,0
20,Under 25,No,0,Travel_Frequently,"$1,052",Sales,5 km,3,Life Sciences,1123,4,Unknown,$49,4,1,Sales Representative,3,High,Married,"$8,432",High Income,"$3,928",1,No,15,3,2,3,0,4,1,0,0-1 Years,0,0,0
36,35-44,No,0,Travel_Rarely,$902,Research & Development,16 km,3,Medical,1124,4,Male,$31,4,1,Manager,1,Low,Divorced,"$7,056",High Income,"$11,538",1,No,12,3,4,1,10,5,1,0,0-1 Years,0,0,0
35,35-44,No,0,Travel_Frequently,"$1,087",Research & Development,5 km,3,Life Sciences,1125,2,Male,$47,2,2,Laboratory Technician,1,Low,Married,"$9,046",High Income,"$5,897",2,No,14,3,2,2,16,2,1,4,2-4 Years,2,4,1
27,25-34,Yes,1,Travel_Rarely,$521,Research & Development,15 km,3,Technical Degree,1126,4,Male,$35,2,1,Healthcare Representative,4,Very High,Married,"$8,093",High Income,"$14,333",2,Yes,16,3,3,1,0,1,1,0,0-1 Years,0,0,0
38,35-44,Yes,1,Travel_Rarely,$963,Research & Development,1 km,3,Technical Degree,1127,2,Female,$58,2,3,Healthcare Representative,3,High,Married,"$10,440",High Income,"$8,523",1,No,24,4,1,2,17,5,1,7,5-9 Years,1,0,5
46,45-54,No,0,Travel_Rarely,"$1,411",Sales,2 km,3,Life Sciences,1128,1,Male,$72,1,2,Manager,4,Very High,Married,"$8,377",High Income,"$26,263",3,Yes,19,4,1,2,22,2,1,0,0-1 Years,0,0,0
37,35-44,No,0,Travel_Rarely,$587,Sales,9 km,3,Technical Degree,1129,4,Male,$75,1,2,Manager,2,Medium,Married,"$9,386",High Income,"$22,200",3,No,11,3,4,0,18,3,1,5,5-9 Years,0,0,0
49,45-54,No,0,Travel_Frequently,"$1,378",Research & Development,7 km,3,Other,1130,4,Female,$83,1,1,Research Scientist,3,High,Single,"$9,771",High Income,"$19,097",2,Yes,11,3,3,1,33,4,1,2,2-4 Years,2,1,2
50,45-54,No,0,Travel_Rarely,$668,Research & Development,6 km,3,Medical,1131,2,Male,$31,3,3,Manufacturing Director,1,Low,Single,"$14,288",High Income,"$16,329",0,No,16,3,1,1,23,2,1,9,5-9 Years,2,1,1
33,25-34,No,0,Travel_Rarely,"$1,380",Sales,16 km,3,Other,1132,3,Female,$91,3,1,Manager,3,High,Married,"$7,132",High Income,"$5,234",2,No,17,3,1,0,6,1,1,0,0-1 Years,0,0,0
20,Under 25,No,0,Travel_Rarely,"$1,454",Research & Development,6 km,3,Technical Degree,1133,2,Male,$96,1,1,Manufacturing Director,4,Very High,Divorced,"$6,427",Middle Income,"$11,791",3,No,14,3,2,2,0,1,1,0,0-1 Years,0,0,0
34,25-34,Yes,1,Travel_Rarely,$463,Research & Development,16 km,3,Life Sciences,1134,3,Female,$34,4,1,Manager,2,Medium,Married,"$6,120",Middle Income,"$23,305",2,Yes,18,3,4,3,15,1,1,0,0-1 Years,0,0,0
31,25-34,Yes,1,Travel_Rarely,$275,Sales,1 km,3,Life Sciences,1135,1,Male,$35,2,1,Manager,2,Medium,Married,"$6,664",Middle Income,"$6,268",2,Yes,12,3,4,1,9,1,1,0,0-1 Years,0,0,0
34,25-34,No,0,Non-Travel,$610,Research & Development,1 km,3,Medical,1136,1,Male,$79,2,1,Manufacturing Director,2,Medium,Divorced,"$8,900",High Income,"$18,799",4,No,14,3,3,0,10,1,1,0,0-1 Years,0,0,0
41,35-44,No,0,Travel_Rarely,$529,Research & Development,11 km,3,Life Sciences,1137,1,Female,$51,2,2,Research Scientist,4,Very High,Single,"$9,733",High Income,"$18,837",1,No,17,3,4,1,19,4,1,3,2-4 Years,3,2,3
34,25-34,No,0,Travel_Rarely,$730,Research & Development,1 km,3,Life Sciences,1138,1,Female,$49,3,2,Research Scientist,3,High,Married,"$9,278",High Income,"$5,189",4,No,11,3,1,3,8,0,1,3,2-4 Years,3,0,3
36,35-44,Yes,1,Travel_Rarely,$272,Research & Development,2 km,3,Technical Degree,1139,3,Male,$68,1,3,Healthcare Representative,2,Medium,Married,"$11,312",High Income,"$13,800",3,No,13,3,3,2,14,1,1,5,5-9 Years,0,0,3
43,35-44,No,0,Travel_Rarely,$256,Research & Development,2 km,3,Life Sciences,1140,2,Male,$97,4,2,Research Director,3,High,Married,"$11,743",High Income,"$7,076",4,No,16,3,2,2,20,5,1,4,2-4 Years,0,0,0
49,45-54,No,0,Travel_Rarely,"$1,177",Sales,5 km,3,Technical Degree,1141,1,Male,$82,4,1,Sales Executive,1,Low,Single,"$7,342",High Income,"$19,521",1,No,15,4,3,0,25,4,1,3,2-4 Years,3,1,3
37,35-44,No,0,Travel_Rarely,$335,Sales,19 km,3,Life Sciences,1142,1,Female,$82,4,1,Sales Executive,1,Low,Single,"$5,542",Middle Income,"$26,087",1,Yes,15,3,3,1,12,4,1,3,2-4 Years,3,0,2
41,35-44,No,0,Travel_Rarely,$728,Research & Development,1 km,3,Medical,1143,3,Male,$75,1,2,Manager,1,Low,Married,"$9,567",High Income,"$12,868",2,No,11,3,2,0,21,1,1,2,2-4 Years,2,0,0
25,25-34,No,0,Travel_Rarely,$803,Sales,4 km,3,Marketing,1144,2.5,Female,$68,1,2,Sales Representative,3,High,Married,"$9,951",High Income,"$6,747",1,No,22,3,3,1,4,4,1,2,2-4 Years,0,2,2
27,25-34,No,0,Travel_Rarely,"$1,170",Research & Development,1 km,3,Other,1145,4,Female,$50,2,3,Research Director,4,Very High,Married,"$9,626",High Income,"$2,598",4,No,15,3,1,0,5,1,1,5,5-9 Years,0,1,1
31,25-34,Yes,1,Travel_Rarely,$949,Research & Development,2 km,3,Medical,1146,2,Female,$51,2,2,Healthcare Representative,3,High,Single,"$11,285",High Income,"$26,498",1,Yes,19,3,3,0,9,0,1,0,0-1 Years,0,0,0
28,25-34,No,0,Travel_Rarely,"$1,454",Research & Development,7 km,3,Technical Degree,1147,1,Male,$75,1,1,Manufacturing Director,4,Very High,Divorced,"$9,586",High Income,"$14,865",1,No,15,4,3,0,5,2,1,2,2-4 Years,1,2,1
49,45-54,No,0,Travel_Rarely,"$1,153",Research & Development,25 km,3,Medical,1148,2,Female,$82,4,1,Healthcare Representative,4,Very High,Single,"$7,833",High Income,"$26,499",1,No,11,3,2,0,28,2,1,0,0-1 Years,0,0,0
38,35-44,No,0,Travel_Rarely,"$1,246",Sales,1 km,3,Marketing,1149,1,Male,$89,1,2,Sales Executive,4,Very High,Single,"$8,223",High Income,"$12,865",4,No,11,3,2,0,12,3,1,0,0-1 Years,0,0,0
31,25-34,No,0,Travel_Rarely,$114,Research & Development,10 km,3,Technical Degree,1150,1,Unknown,$89,4,2,Laboratory Technician,2,Medium,Single,"$8,083",High Income,"$16,843",3,No,11,3,3,2,8,0,1,8,5-9 Years,0,1,3
35,35-44,No,0,Travel_Rarely,$234,Research & Development,6 km,3,Other,1151,1,Male,$88,1,4,Research Scientist,1,Low,Divorced,"$9,956",High Income,"$26,921",8,Yes,18,3,1,0,17,1,1,16,10+ Years,16,0,0
29,25-34,Yes,1,Travel_Rarely,$676,Research & Development,14 km,3,Life Sciences,1152,2,Female,$91,4,1,Research Director,3,High,Married,"$6,373",Middle Income,"$11,172",2,Yes,12,3,3,1,8,4,1,1,0-1 Years,1,1,1
34,25-34,Yes,1,Travel_Rarely,$567,Research & Development,3 km,3,Life Sciences,1153,1,Female,$43,1,2,Laboratory Technician,1,Low,Single,"$12,224",High Income,"$5,138",0,No,18,3,3,0,12,6,1,2,2-4 Years,0,2,0
37,35-44,No,0,Travel_Rarely,$685,Research & Development,1 km,3,Other,1154,4,Female,$47,2,2,Research Scientist,3,High,Married,"$11,481",High Income,"$18,643",2,No,15,3,2,0,16,1,1,4,2-4 Years,4,0,2
49,45-54,No,0,Non-Travel,$189,Research & Development,2 km,3,Technical Degree,1155,1,Male,$98,4,5,Research Scientist,2,Medium,Single,"$15,711",High Income,"$3,770",4,No,15,3,3,2,24,6,1,23,10+ Years,0,0,3
33,25-34,No,0,Travel_Rarely,"$1,333",Human Resources,4 km,3,Other,1156,4,Male,$66,3,1,HR Business Partner,4,Very High,Married,"$6,471",Middle Income,"$9,944",3,No,11,3,3,1,12,5,1,3,2-4 Years,2,3,2
41,35-44,No,0,Travel_Rarely,$631,Research & Development,10 km,3,Technical Degree,1157,2,Male,$75,4,2,Manufacturing Director,4,Very High,Single,"$9,400",High Income,"$16,390",2,Yes,14,3,3,1,22,4,1,3,2-4 Years,2,0,3
28,25-34,No,0,Travel_Rarely,$148,Research & Development,5 km,3,Technical Degree,1158,3,Female,$65,2,1,Healthcare Representative,2,Medium,Single,"$11,482",High Income,"$7,995",5,No,12,3,3,0,8,0,1,3,2-4 Years,3,3,3
20,Under 25,No,0,Travel_Rarely,$378,Sales,7 km,3,Life Sciences,1159,4,Female,$95,2,2,Sales Representative,4,Very High,Married,"$7,864",High Income,"$10,956",4,No,17,3,2,1,0,5,1,0,0-1 Years,0,0,0
46,45-54,No,0,Travel_Rarely,$816,Sales,11 km,3,Marketing,1160,4,Female,$31,3,3,Sales Representative,3,High,Single,"$13,050",High Income,"$14,598",5,No,15,3,3,2,24,4,1,5,5-9 Years,3,0,3
36,35-44,No,0,Travel_Frequently,$496,Research & Development,3 km,3,Other,1161,3,Female,$47,1,2,Manufacturing Director,2,Medium,Married,"$9,136",High Income,"$8,583",4,Yes,25,3,1,0,17,3,1,1,0-1 Years,0,1,0
19,Under 25,Yes,1,Non-Travel,"$1,352",Sales,7 km,3,Life Sciences,1162,1,Female,$72,4,1,Sales Representative,4,Very High,Married,"$6,439",Middle Income,"$5,301",5,No,18,3,2,1,0,5,1,0,0-1 Years,0,0,0
38,35-44,No,0,Travel_Rarely,"$1,167",Sales,7 km,3,Technical Degree,1163,1,Female,$79,1,1,Sales Executive,2,Medium,Single,"$7,018",High Income,"$21,614",0,No,15,3,3,0,15,6,1,4,2-4 Years,1,4,1
28,25-34,No,0,Travel_Rarely,$463,Research & Development,3 km,3,Technical Degree,1164,4,Female,$46,1,2,Research Director,3,High,Married,"$10,100",High Income,"$17,385",2,No,11,3,3,1,4,1,1,4,2-4 Years,4,0,4
48,45-54,No,0,Travel_Rarely,$379,Sales,12 km,3,Technical Degree,1165,2,Male,$94,3,2,Sales Representative,1,Low,Divorced,"$10,856",High Income,"$10,574",5,No,11,3,1,2,24,5,1,0,0-1 Years,0,0,0
33,25-34,No,0,Non-Travel,$668,Research & Development,1 km,3,Medical,1166,2,Female,$35,2,2,Manufacturing Director,4,Very High,Single,"$11,251",High Income,"$4,693",3,No,11,3,2,1,5,6,1,5,5-9 Years,2,0,2
41,35-44,No,0,Travel_Rarely,$237,Research & Development,5 km,3,Life Sciences,1167,4,Female,$49,4,3,Manufacturing Director,2,Medium,Married,"$9,086",High Income,"$10,808",0,No,16,4,4,1,13,2,1,12,10+ Years,0,0,0
55,55+,No,0,Travel_Rarely,$385,Research & Development,9 km,3,Life Sciences,1168,4,Male,$61,2,1,Laboratory Technician,4,Very High,Married,"$8,632",High Income,"$4,443",1,No,13,3,3,2,34,1,1,2,2-4 Years,2,0,2
38,35-44,Yes,1,Travel_Frequently,$273,Research & Development,24 km,3,Life Sciences,1169,1,Female,$56,3,2,Manager,3,High,Divorced,"$10,402",High Income,"$20,699",1,No,12,3,1,1,18,2,1,5,5-9 Years,0,1,4
23,Under 25,No,0,Travel_Frequently,$425,Research & Development,1 km,3,Medical,1170,4,Female,$73,1,2,Research Director,4,Very High,Single,"$9,231",High Income,"$19,935",2,No,15,3,3,0,0,6,1,0,0-1 Years,0,0,0
30,25-34,No,0,Travel_Rarely,"$1,255",Human Resources,14 km,3,Other,1171,2,Female,$57,2,2,Human Resources,2,Medium,Married,"$10,830",High Income,"$12,986",4,No,11,3,1,1,9,2,1,1,0-1 Years,1,1,0
36,35-44,No,0,Travel_Frequently,"$1,483",Sales,15 km,3,Technical Degree,1172,3,Male,$66,1,2,Sales Executive,1,Low,Single,"$7,112",High Income,"$13,505",2,No,18,3,1,3,12,3,1,1,0-1 Years,1,1,1
21,Under 25,Yes,1,Travel_Rarely,$758,Research & Development,17 km,3,Life Sciences,1173,2.5,Female,$99,4,2,Healthcare Representative,1,Low,Single,"$12,122",High Income,"$15,286",3,No,16,3,2,0,0,1,1,0,0-1 Years,0,0,0
