Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
26,Yes,Travel_Rarely,113,Sales,3.0,2.0,marketing,1,309,3.0,Male,80,1,1,  Manager  ,3.0,MARRIED,7590.0,12164,1.0,Y,No,16,3,2,80,0,0.0,1,3.0,0,0,0,0
30,No,Travel_Frequently,328,Research & Development,8.0,3.0,Technical Degree,1,59,2.0,Female,85,3,3,Healthcare Representative,2.0,MARRIED,10559.0,4212,4.0,Y,Yes,16,3,1,80,2,11.0,2,4.0,7,0,0,1
30,No,Travel_Rarely,1152,Research & Development,,3.0,Other,1,160,3.0,Male,71,2,3,Manager,4.0,Married,13605.0,12346,0.0,Y,No,14,3,4,80,0,11.0,5,,5,3,1,2
24,No,Travel_Rarely,1198,RESEARCH & DEVELOPMENT,2.0,3.0,other,1,1367,2.0,Male,42,1,1,Research Scientist,3.0,Single,10266.0,22234,1.0,Y,No,18,3,3,80,1,2.0,0,3.0,2,0,2,0
32,No,Travel_Rarely,258,Research & Development,3.0,3.0,technical degree,1,187,3.0,Male,42,4,2,Manager,3.0,Single,7679.0,21598,7.0,Y,No,14,3,1,80,3,9.0,6,3.0,4,0,0,3
39,No,Travel_Rarely,1091,RESEARCH & DEVELOPMENT,25.0,2.0,Medical,1,245,2.0,Male,95,1,1,Manager,3.0,MARRIED,8028.0,8621,2.0,Y,No,22,4,3,80,1,16.0,4,3.0,2,0,0,1
25,No,Non-Travel,1164,Research & Development,25.0,2.0,  Medical  ,1,1416,2.0,Female,73,1,2,Manufacturing Director,2.0,Married,8062.0,26459,5.0,Y,No,12,3,1,80,1,0.0,2,2.0,0,0,0,0
41,No,Travel_Rarely,431,Research & Development,13.0,1.0,Technical Degree,1,158,2.0,Female,53,3,2,LABORATORY TECHNICIAN,2.0,Married,9600.0,26343,2.0,Y,N,17,3,2,80,1,20.0,3,1.0,3,0,0,3
43,No,Travel_Rarely,510,Research & Development,4.0,2.0,Medical,1,127,3.0,Male,61,2,1,Research Scientist,4.0,Married,7828.0,11770,0.0,Y,No,21,3,2,80,0,20.0,6,,1,1,0,1
20,no,Non-Travel,171,Research & Development,18.0,1.0,Other,1,323,4.0,,99,4,1,Research Director,3.0,DIVORCED,,15669,2.0,Y,No,11,3,3,80,3,0.0,1,3.0,0,0,0,0
38,no,Travel_Rarely,1123,Sales,14.0,3.0,OTHER,1,1084,1.0,Male,93,1,1,Sales Executive,3.0,married,7347.0,3296,3.0,Y,No,19,4,3,80,3,15.0,5,4.0,2,2,2,2
38,No,TRAVEL_RARELY,677,Human Resources,10.0,2.0,Life Sciences,1,805,4.0,Male,48,2,1,HR BUSINESS PARTNER,4.0,Single,,19432,2.0,Y,No,14,3,2,80,0,14.0,1,3.0,1,1,1,1
33,No,  Travel_Frequently  ,1054,Research & Development,14.0,2.0,Other,1,778,1.0,Male,97,1,1,Healthcare Representative,4.0,Single,8387.0,3585,3.0,Y,Yes,12,3,4,80,0,,5,3.0,0,0,0,0
46,no,Travel_Rarely,1411,SALES,2.0,1.0,Life Sciences,1,1128,1.0,Male,72,1,2,MANAGER,4.0,Married,8377.0,26263,3.0,Y,Yes,19,4,1,80,2,22.0,2,2.0,0,0,0,0
39,no,Travel_Frequently,1382,Research & Development,7.0,4.0,Other,1,1229,2.0,,32,1,2,Healthcare Representative,2.0,Married,9402.0,9240,3.0,Y,No,11,3,4,80,2,12.0,6,3.0,0,0,0,0
23,no,Travel_Frequently,871,sales,1.0,3.0,Life Sciences,1,1237,2.0,Male,84,4,1,  Sales Executive  ,4.0,Married,6360.0,15755,3.0,Y,Yes,21,4,3,80,0,1.0,5,3.0,1,1,0,1
49,No,TRAVEL_RARELY,428,RESEARCH & DEVELOPMENT,9.0,4.0,Life Sciences,1,846,4.0,Female,81,1,3,Research Director,4.0,Single,13252.0,11495,1.0,Y,No,16,3,3,80,2,30.0,6,3.0,5,1,0,0
49,no,TRAVEL_FREQUENTLY,1378,Research & Development,7.0,5.0,Other,1,1130,4.0,Female,83,1,1,Research Scientist,3.0,Single,9751.0,19097,2.0,Y,Yes,11,3,3,80,1,33.0,4,3.0,2,2,1,2
43,No,  Travel_Frequently  ,1129,Research & Development,3.0,3.0,Life Sciences,1,274,4.0,Male,95,2,2,Laboratory Technician,3.0,single,9062.0,2791,3.0,Y,No,17,3,4,80,0,21.0,3,4.0,5,2,0,5
29,Yes,Travel_Rarely,771,Sales,5.0,2.0,Marketing,1,876,3.0,Male,91,1,2,Manager,3.0,Married,6231.0,20334,1.0,Y,No,18,3,4,80,1,8.0,0,2.0,0,0,0,0
27,No,Travel_Rarely,1102,Research & Development,8.0,2.0,MEDICAL,1,183,3.0,Female,88,3,2,Laboratory Technician,4.0,Married,11255.0,18058,3.0,Y,No,20,3,1,80,0,0.0,4,3.0,0,0,0,0
20,No,Travel_Frequently,308,Research & Development,1.0,3.0,Life Sciences,1,1246,4.0,Female,51,3,2,RESEARCH SCIENTIST,1.0,Divorced,10133.0,9582,0.0,Y,No,12,3,1,80,1,0.0,2,2.0,0,0,0,0
36,Yes,Travel_Rarely,1143,RESEARCH & DEVELOPMENT,1.0,4.0,LIFE SCIENCES,1,1076,3.0,Female,68,1,1,Research Scientist,1.0,Single,7798.0,3507,2.0,Y,No,14,3,2,80,0,9.0,6,3.0,1,1,0,1
28,No,Travel_Frequently,1475,Sales,5.0,2.0,TECHNICAL DEGREE,1,1222,4.0,Male,83,3,2,Sales Representative,1.0,Married,10525.0,9145,4.0,Y,Yes,16,3,1,80,3,6.0,2,3.0,3,0,0,1
39,N,Travel_Rarely,789,Research & Development,12.0,2.0,Life Sciences,1,463,1.0,Female,54,1,2,Research Scientist,3.0,Single,7777.0,24735,5.0,Y,No,11,4,3,80,2,18.0,0,3.0,0,0,0,0
25,No,Travel_Rarely,1262,SALES,3.0,2.0,Marketing,1,90,3.0,Female,47,4,1,sales representative,4.0,Single,9366.0,14788,7.0,Y,N,18,3,1,80,1,6.0,5,3.0,1,1,1,0
26,No,Travel_Frequently,867,RESEARCH & DEVELOPMENT,13.0,3.0,Medical,1,1360,4.0,Male,73,3,2,Manufacturing Director,1.0,  Single  ,8194.0,20111,3.0,Y,No,12,3,2,80,0,3.0,1,3.0,1,0,1,1
40,No,Travel_Rarely,822,Research & Development,9.0,3.0,Life Sciences,1,51,1.0,Male,76,1,2,Healthcare Representative,4.0,Married,10803.0,11646,1.0,Y,No,22,3,4,80,0,9.0,0,3.0,4,4,1,3
39,No,Travel_Rarely,1256,  Sales  ,2.0,2.0,Technical Degree,1,854,4.0,Male,47,1,2,Manager,4.0,Married,8295.0,22686,1.0,Y,Yes,12,3,4,80,1,19.0,1,4.0,6,5,1,1
35,No,  Travel_Frequently  ,965,Sales,6.0,3.0,MARKETING,1,416,2.0,Female,45,1,2,Sales Representative,4.0,Single,8924.0,3794,3.0,Y,No,14,4,2,80,1,15.0,3,2.0,6,2,3,5
30,No,Travel_Rarely,1270,Research & Development,8.0,2.0,Medical,1,677,4.0,Male,75,4,2,HEALTHCARE REPRESENTATIVE,2.0,Married,12856.0,12758,2.0,Y,No,16,3,2,80,0,4.0,5,3.0,3,3,0,0
18,No,Travel_Rarely,1276,RESEARCH & DEVELOPMENT,2.0,3.0,Medical,1,535,2.0,Male,81,1,2,Laboratory Technician,4.0,Married,9250.0,14489,1.0,Y,No,11,3,2,80,2,,3,2.0,0,0,0,0
25,No,Travel_Frequently,628,Sales,11.0,5.0,Technical Degree,1,235,4.0,Female,39,3,1,Sales Representative,1.0,Single,,24961,1.0,Y,Yes,12,4,4,80,1,3.0,4,3.0,0,0,0,0
25,No,travel_rarely,551,Research & Development,9.0,2.0,Other,1,681,1.0,Male,61,1,2,Research Director,3.0,Married,9940.0,14655,1.0,Y,No,18,3,1,80,0,9.0,1,3.0,9,8,1,1
45,No,TRAVEL_RARELY,138,Research & Development,8.0,4.0,Medical,1,582,1.0,Male,62,1,3,Research Scientist,1.0,  Married  ,9225.0,22815,1.0,Y,Yes,19,3,1,80,2,30.0,2,3.0,10,3,2,4
30,Yes,Travel_Rarely,1280,sales,4.0,2.0,Other,1,402,1.0,Female,34,4,1,SALES REPRESENTATIVE,2.0,Single,6049.0,6345,4.0,Y,No,14,3,1,80,1,6.0,1,3.0,2,2,0,0
31,No,Travel_Rarely,695,SALES,11.0,1.0,Life Sciences,1,699,2.0,Male,57,2,1,Manager,3.0,Single,9437.0,21259,2.0,Y,Yes,19,3,2,80,1,12.0,3,3.0,0,0,0,0
30,No,Travel_Frequently,928,Research & Development,4.0,1.0,Life Sciences,1,439,2.0,Female,86,3,2,Manufacturing Director,3.0,Married,10331.0,17438,1.0,Y,No,17,3,3,80,1,9.0,6,,0,0,0,0
37,Yes,Travel_Frequently,954,Research & Development,1.0,2.0,MEDICAL,1,528,2.0,Male,93,4,2,Research Scientist,2.0,Married,12571.0,9536,2.0,Y,no,19,3,4,80,0,10.0,3,3.0,5,1,0,3
37,no,Travel_Rarely,375,Sales,15.0,5.0,Other,1,1257,1.0,Female,69,4,4,Sales Executive,4.0,Divorced,16814.0,25314,2.0,Y,yes,13,3,1,80,1,,5,2.0,10,4,1,3
28,No,Travel_Frequently,728,Research & Development,7.0,4.0,Technical Degree,1,718,2.0,,79,4,2,Manager,3.0,MARRIED,12795.0,25573,0.0,Y,Yes,11,3,4,80,1,8.0,2,4.0,7,1,1,1
37,No,non-travel,408,Research & Development,3.0,3.0,Technical Degree,1,1176,1.0,Female,68,3,2,Research Director,,Divorced,9104.0,20592,2.0,Y,No,11,3,1,80,1,11.0,3,4.0,3,0,0,3
49,No,travel_rarely,1398,Research & Development,1.0,3.0,Life Sciences,1,133,3.0,Male,46,1,4,Manager,1.0,Married,14231.0,2409,2.0,Y,Yes,15,3,3,80,0,28.0,5,3.0,11,4,0,1
45,No,Travel_Rarely,235,sales,5.0,2.0,Life Sciences,1,739,1.0,Female,76,4,2,Manager,4.0,Single,9042.0,23149,0.0,Y,No,14,3,3,80,0,19.0,4,3.0,1,1,0,0
20,No,Travel_Rarely,472,RESEARCH & DEVELOPMENT,1.0,4.0,  Life Sciences  ,1,30,3.0,Male,42,2,1,Healthcare Representative,2.0,Married,6390.0,11931,4.0,Y,No,16,4,2,80,1,0.0,4,2.0,0,0,0,0
35,Yes,Travel_Rarely,823,SALES,7.0,,technical degree,1,640,4.0,Female,38,2,2,Manager,2.0,Single,9753.0,17792,6.0,Y,Yes,14,3,2,80,0,7.0,1,3.0,1,1,1,1
21,No,Travel_Rarely,649,Sales,12.0,1.0,Marketing,1,239,3.0,Female,32,3,2,Manager,1.0,Married,10425.0,8766,3.0,Y,No,20,3,4,80,2,0.0,2,,0,0,0,0
49,No,Travel_Rarely,663,RESEARCH & DEVELOPMENT,14.0,2.0,Medical,1,324,3.0,Male,93,1,1,Research Director,4.0,Married,8646.0,6357,4.0,Y,No,14,3,2,80,1,24.0,1,2.0,1,1,1,1
33,No,TRAVEL_RARELY,398,Sales,1.0,1.0,Life Sciences,1,629,4.0,Male,50,1,2,Sales Representative,2.0,Divorced,8189.0,14659,3.0,Y,No,11,3,1,80,0,11.0,1,3.0,1,1,0,1
21,No,Travel_Rarely,258,  Research & Development  ,12.0,3.0,Other,1,1418,4.0,Male,94,2,1,Healthcare Representative,3.0,Divorced,7570.0,12683,2.0,Y,No,15,3,4,80,1,4.0,6,3.0,0,0,0,0
32,No,Non-Travel,386,Sales,9.0,3.0,TECHNICAL DEGREE,1,770,4.0,Male,35,4,2,Sales Executive,4.0,married,9109.0,22279,2.0,Y,No,12,3,1,80,0,10.0,4,3.0,7,2,3,7
23,No,Travel_Rarely,286,Research & Development,11.0,2.0,Technical Degree,1,1442,1.0,Male,33,4,2,Manufacturing Director,4.0,single,9704.0,16076,2.0,Y,Yes,17,3,4,80,2,0.0,4,3.0,0,0,0,0
47,no,TRAVEL_RARELY,1420,Research & Development,5.0,4.0,Medical,1,1377,4.0,Female,92,2,1,healthcare representative,3.0,SINGLE,6873.0,23369,3.0,Y,N,16,3,2,80,1,24.0,6,2.0,2,2,0,0
41,No,Non-Travel,1266,Sales,1.0,1.0,Technical Degree,1,1021,2.0,Female,59,4,3,Sales Executive,3.0,DIVORCED,11911.0,20043,3.0,Y,0,11,4,4,80,0,19.0,4,4.0,12,1,1,1
45,No,Non-Travel,1496,research & development,8.0,2.0,MEDICAL,1,380,4.0,Female,77,3,3,MANAGER,4.0,Divorced,11283.0,12673,3.0,Y,No,12,3,4,80,0,23.0,5,3.0,7,1,0,5
33,no,travel_rarely,945,Research & Development,7.0,1.0,  Technical Degree  ,1,748,2.0,Female,41,3,2,Research Director,4.0,Married,9373.0,26392,4.0,Y,Yes,11,3,3,80,2,9.0,0,1.0,9,0,0,0
43,Yes,TRAVEL_RARELY,1109,Sales,8.0,1.0,Other,1,1055,4.0,Male,82,2,3,Sales Executive,4.0,SINGLE,12201.0,6499,3.0,Y,Yes,19,3,2,80,0,21.0,5,3.0,10,1,2,0
21,Yes,Travel_Frequently,1459,Sales,6.0,,Marketing,1,351,2.0,Male,81,2,1,Sales Representative,3.0,Married,10915.0,5945,2.0,Y,No,17,3,1,80,1,1.0,1,4.0,1,0,1,1
34,0,Travel_Rarely,345,Sales,7.0,3.0,Marketing,1,52,2.0,Male,77,4,1,Manager,2.0,Single,7571.0,15554,2.0,Y,Yes,20,3,3,80,0,11.0,0,3.0,2,2,1,2
35,No,Travel_Rarely,1302,Sales,29.0,2.0,Life Sciences,1,508,4.0,Female,74,3,2,Sales Representative,1.0,  Divorced  ,9552.0,23891,1.0,Y,Y,16,3,2,80,2,15.0,0,2.0,7,1,3,0
32,No,travel_rarely,1130,Research & Development,2.0,1.0,Technical Degree,1,1061,2.0,Female,57,4,2,Research Scientist,1.0,single,11327.0,3304,2.0,Y,No,14,4,4,80,1,8.0,2,3.0,0,0,0,0
40,no,Travel_Rarely,464,RESEARCH & DEVELOPMENT,1.0,3.0,MEDICAL,1,1103,2.0,Male,93,4,1,Research Scientist,1.0,Single,7997.0,13638,2.0,Y,No,15,3,2,80,1,18.0,6,2.0,4,1,0,1
51,No,Travel_Frequently,284,Sales,2.0,3.0,Life Sciences,1,1038,3.0,Male,38,2,1,Sales Executive,3.0,Married,6953.0,22155,3.0,Y,No,11,3,2,80,0,26.0,5,3.0,1,1,1,1
31,No,Travel_Rarely,1408,Research & Development,1.0,4.0,other,1,1083,,Male,34,3,2,Laboratory Technician,3.0,SINGLE,10057.0,13192,4.0,Y,No,14,4,1,80,1,8.0,5,3.0,8,8,0,2
42,No,Travel_Rarely,727,Research & Development,2.0,3.0,Medical,1,576,2.0,Female,76,3,2,research scientist,4.0,Married,10205.0,23061,1.0,Y,No,25,3,2,80,3,15.0,0,2.0,8,8,0,2
46,No,Travel_Rarely,627,Research & Development,10.0,3.0,Technical Degree,1,234,2.0,Female,78,1,1,Laboratory Technician,2.0,single,10033.0,24752,2.0,Y,No,18,3,1,80,1,24.0,1,3.0,0,0,0,0
27,No,TRAVEL_RARELY,502,Research & Development,9.0,2.0,LIFE SCIENCES,1,1296,2.0,Male,62,4,1,  Research Scientist  ,2.0,Single,9100.0,25972,3.0,Y,No,11,3,1,80,0,11.0,4,3.0,4,3,0,1
31,No,Travel_Frequently,1240,Sales,9.0,3.0,Life Sciences,1,744,3.0,Female,91,1,3,Manager,4.0,Single,11599.0,7005,0.0,Y,No,14,3,3,80,1,12.0,2,3.0,6,1,2,1
42,No,Travel_Rarely,1467,  Research & Development  ,9.0,2.0,  Life Sciences  ,1,479,1.0,Male,64,1,1,Healthcare Representative,1.0,  Married  ,5841.0,23348,2.0,Y,No,13,4,3,80,0,19.0,5,3.0,0,0,0,0
36,No,Travel_Rarely,1227,Sales,10.0,2.0,Marketing,1,1000,3.0,Male,51,4,2,  Manager  ,4.0,SINGLE,9899.0,14255,4.0,Y,no,11,4,3,80,0,15.0,5,4.0,1,0,0,1
27,Yes,Travel_Rarely,1183,Research & Development,1.0,4.0,Medical,1,194,3.0,Male,91,4,1,Laboratory Technician,3.0,married,7456.0,10819,2.0,Y,No,14,3,3,80,0,0.0,2,1.0,0,0,0,0
44,No,Travel_Rarely,109,Research & Development,6.0,3.0,TECHNICAL DEGREE,1,405,4.0,Male,37,3,1,LABORATORY TECHNICIAN,4.0,Single,7258.0,18842,3.0,Y,no,13,3,2,80,0,21.0,5,2.0,3,0,1,0
25,No,Travel_Rarely,1062,Research & Development,2.0,1.0,Technical Degree,1,1070,2.0,Male,94,4,2,Manager,1.0,Married,11104.0,14241,1.0,Y,Yes,14,3,2,80,1,6.0,4,4.0,1,1,1,1
27,No,Travel_Rarely,1234,Research & Development,1.0,3.0,Other,1,884,2.0,Male,66,2,3,Manufacturing Director,4.0,Married,10194.0,5527,4.0,Y,N,12,3,4,80,1,7.0,6,4.0,6,0,4,0
47,No,  Travel_Frequently  ,494,research & development,4.0,3.0,OTHER,1,488,,Male,74,3,1,Healthcare Representative,3.0,Divorced,8295.0,17744,3.0,Y,No,12,3,4,80,1,31.0,2,2.0,1,1,0,1
49,No,TRAVEL_RARELY,1399,Research & Development,4.0,3.0,OTHER,1,1049,2.0,Male,33,3,2,Research Director,4.0,Married,8324.0,9316,3.0,Y,No,11,3,3,80,2,25.0,5,2.0,6,4,0,1
39,No,Travel_Rarely,981,SALES,1.0,2.0,Marketing,1,472,3.0,Female,87,1,2,Sales Executive,1.0,Married,10080.0,3631,2.0,Y,no,13,3,1,80,0,17.0,0,2.0,2,2,0,2
48,No,Travel_Rarely,323,  Research & Development  ,14.0,3.0,Other,1,257,1.0,Male,83,2,2,Manufacturing Director,1.0,Divorced,11447.0,20116,3.0,Y,No,17,3,4,80,1,23.0,4,3.0,0,0,0,0
42,No,Travel_Rarely,963,Research & Development,3.0,3.0,TECHNICAL DEGREE,1,895,1.0,Female,85,1,1,MANAGER,2.0,Single,8824.0,20874,3.0,Y,No,12,3,3,80,1,27.0,0,3.0,3,3,3,2
26,Yes,Travel_Rarely,620,Research & Development,10.0,4.0,Technical Degree,1,1354,2.0,Female,40,4,3,Laboratory Technician,2.0,MARRIED,11726.0,6090,5.0,Y,N,24,3,4,80,0,11.0,5,3.0,7,1,0,7
40,N,Travel_Rarely,1391,Research & Development,5.0,2.0,LIFE SCIENCES,1,139,2.0,Male,34,2,3,Manager,2.0,Divorced,14915.0,8866,3.0,Y,No,11,3,3,80,0,,4,3.0,5,1,1,1
56,No,Travel_Rarely,1427,Research & Development,7.0,2.0,Medical,1,492,2.0,Female,33,2,2,Laboratory Technician,2.0,Single,9737.0,10400,3.0,Y,No,13,3,2,80,1,28.0,4,3.0,6,2,0,6
35,No,Travel_Rarely,797,Human Resources,4.0,2.0,Life Sciences,1,1271,4.0,,50,2,2,HR Business Partner,4.0,Married,4977.0,10879,2.0,Y,N,13,3,2,80,0,13.0,0,3.0,0,0,0,0
28,No,Travel_Rarely,1454,RESEARCH & DEVELOPMENT,7.0,2.0,TECHNICAL DEGREE,1,1147,1.0,Male,75,1,1,Manufacturing Director,4.0,Divorced,9586.0,14865,1.0,Y,No,15,4,3,80,0,5.0,2,3.0,2,1,2,1
48,No,travel_frequently,1349,Research & Development,12.0,2.0,Life Sciences,1,579,1.0,Male,76,3,1,laboratory technician,3.0,Married,7478.0,3377,3.0,Y,Yes,17,3,2,80,0,29.0,6,3.0,0,0,0,0
30,No,TRAVEL_RARELY,1236,Research & Development,3.0,3.0,life sciences,1,707,2.0,Female,38,1,1,  Manager  ,4.0,Divorced,6124.0,14181,4.0,Y,No,18,3,3,80,1,4.0,3,3.0,3,2,1,0
47,No,Travel_Rarely,1004,Research & Development,2.0,2.0,Technical Degree,1,207,3.0,Male,78,3,4,manager,2.0,Married,13727.0,9250,3.0,Y,Yes,25,3,4,80,0,26.0,3,3.0,13,12,1,0
57,No,travel_rarely,835,  Sales  ,23.0,2.0,Technical Degree,1,1201,3.0,,89,4,1,Manager,3.0,Married,9291.0,2561,0.0,Y,Y,12,4,3,80,0,34.0,3,3.0,3,2,0,3
37,No,Travel_Rarely,1181,Research & Development,1.0,2.0,  Life Sciences  ,1,849,4.0,Male,53,2,1,HEALTHCARE REPRESENTATIVE,3.0,SINGLE,6735.0,6718,3.0,Y,No,18,3,3,80,2,19.0,1,4.0,4,4,0,1
36,No,Travel_Rarely,956,Sales,7.0,2.0,Other,1,1306,4.0,Female,57,4,2,  Sales Representative  ,2.0,Single,10943.0,18021,1.0,Y,Yes,16,3,4,80,1,12.0,5,3.0,5,0,0,0
39,No,TRAVEL_FREQUENTLY,987,SALES,5.0,1.0,other,1,1349,1.0,Female,84,2,3,  Sales Representative  ,2.0,Divorced,10933.0,23454,2.0,Y,No,15,3,1,80,2,21.0,0,4.0,5,1,2,1
43,No,Travel_Frequently,754,Research & Development,11.0,1.0,MEDICAL,1,1,2.0,Female,64,3,3,HEALTHCARE REPRESENTATIVE,1.0,  Single  ,11171.0,11157,3.0,Y,No,13,4,3,80,2,20.0,2,3.0,5,0,2,5
48,No,Travel_Rarely,261,Sales,29.0,2.0,Other,1,227,3.0,Female,46,3,3,Sales Executive,1.0,Divorced,10977.0,9158,1.0,Y,No,12,3,3,80,2,26.0,3,3.0,13,1,3,1
42,0,travel_rarely,1362,Research & Development,2.0,3.0,Technical Degree,1,1452,2.0,Male,64,3,3,Research Director,2.0,Divorced,11764.0,23703,1.0,Y,1,18,3,4,80,3,,1,3.0,10,8,1,0
34,No,Travel_Rarely,651,Research & Development,2.0,3.0,Medical,1,250,4.0,Male,85,2,3,Research Scientist,1.0,MARRIED,10445.0,4972,3.0,Y,No,16,4,2,80,3,11.0,2,2.0,11,1,1,1
35,0,Non-Travel,687,Research & Development,3.0,4.0,Technical Degree,1,890,3.0,Male,39,3,3,Manager,2.0,Married,11281.0,13473,4.0,Y,no,15,3,2,80,3,10.0,3,3.0,8,5,3,2
20,No,TRAVEL_RARELY,1454,RESEARCH & DEVELOPMENT,6.0,3.0,Technical Degree,1,1133,2.0,Male,96,1,1,MANUFACTURING DIRECTOR,4.0,Divorced,6427.0,11791,3.0,Y,no,14,3,2,80,2,0.0,1,,0,0,0,0
28,Yes,Travel_Rarely,1137,Sales,3.0,3.0,  Life Sciences  ,1,706,1.0,Male,76,4,2,Manager,1.0,Divorced,9571.0,26356,6.0,Y,Yes,19,3,3,80,3,8.0,0,3.0,2,0,2,2
50,Yes,Travel_Frequently,288,Research & Development,6.0,3.0,Other,1,980,4.0,Male,87,3,1,manufacturing director,1.0,MARRIED,9184.0,22058,6.0,Y,No,11,3,1,80,1,27.0,6,,1,1,1,0
45,No,Travel_Rarely,985,Research & Development,9.0,3.0,Medical,1,1030,4.0,Male,91,2,3,Laboratory Technician,3.0,Married,7544.0,24011,1.0,Y,Yes,16,3,4,80,2,19.0,4,4.0,9,2,0,1
41,No,Travel_Rarely,1098,research & development,2.0,4.0,LIFE SCIENCES,1,1285,1.0,Male,51,2,2,MANUFACTURING DIRECTOR,1.0,Single,8781.0,13305,2.0,Y,No,11,3,1,80,1,16.0,2,2.0,0,0,0,0
51,No,travel_rarely,933,RESEARCH & DEVELOPMENT,24.0,2.0,Technical Degree,1,284,1.0,Male,88,4,1,Research Scientist,2.0,Married,8693.0,4173,3.0,Y,0,17,3,3,80,2,35.0,6,3.0,1,1,1,1
42,No,Travel_Rarely,846,Research & Development,6.0,3.0,OTHER,1,314,4.0,Male,32,3,1,Manufacturing Director,2.0,SINGLE,8431.0,5903,2.0,Y,no,11,3,4,80,0,12.0,5,1.0,2,0,1,2
36,No,Travel_Rarely,183,Research & Development,3.0,,Life Sciences,1,597,3.0,Male,72,3,2,Laboratory Technician,4.0,Single,8150.0,12583,1.0,Y,No,14,4,4,80,1,16.0,0,2.0,4,4,1,0
38,no,  Travel_Rarely  ,1217,Sales,19.0,3.0,Marketing,1,60,1.0,Female,47,1,3,Sales Representative,2.0,Divorced,10140.0,16604,6.0,Y,No,12,3,4,80,0,13.0,3,3.0,12,0,1,3
18,No,Travel_Rarely,809,Research & Development,8.0,2.0,Life Sciences,1,48,1.0,Male,62,4,2,Laboratory Technician,1.0,Divorced,10464.0,9660,4.0,Y,No,14,3,4,80,2,0.0,4,3.0,0,0,0,0
37,No,Travel_Frequently,1186,  Research & Development  ,12.0,2.0,Life Sciences,1,1394,2.0,Male,32,3,1,Healthcare Representative,1.0,Single,7024.0,7511,3.0,Y,Y,15,3,2,80,1,15.0,6,3.0,1,1,0,1
33,No,travel_rarely,1450,,1.0,2.0,Life Sciences,1,1342,1.0,Male,40,3,1,Sales Executive,2.0,Married,7387.0,25060,2.0,Y,No,11,3,1,80,0,12.0,6,3.0,2,1,0,0
41,no,travel_rarely,162,  Research & Development  ,24.0,,Technical Degree,1,987,1.0,Male,48,4,3,Manager,2.0,Married,9394.0,13173,2.0,Y,No,12,3,4,80,2,21.0,3,3.0,12,0,0,5
36,No,Travel_Rarely,578,Research & Development,1.0,2.0,life sciences,1,970,2.0,Male,41,3,1,Manager,2.0,  Married  ,5570.0,15276,,Y,No,19,3,1,80,0,4.0,0,2.0,3,1,1,0
45,No,Travel_Rarely,127,Research & Development,4.0,3.0,Technical Degree,1,1311,4.0,Male,43,2,2,Laboratory Technician,2.0,Single,12119.0,21018,1.0,Y,Yes,19,3,1,80,2,20.0,5,3.0,5,0,1,0
36,Yes,TRAVEL_FREQUENTLY,1044,Sales,3.0,2.0,Other,1,1433,2.0,Male,46,2,3,Manager,2.0,Single,10992.0,24103,2.0,Y,Yes,17,3,4,80,0,14.0,4,3.0,5,2,1,4
37,N,Travel_Frequently,256,Research & Development,1.0,1.0,other,1,1419,1.0,Male,85,3,3,RESEARCH SCIENTIST,1.0,Single,11970.0,2305,1.0,Y,No,11,3,3,80,0,17.0,1,2.0,8,0,0,0
37,No,Travel_Frequently,210,Research & Development,1.0,2.0,Life Sciences,1,759,4.0,Male,65,3,2,Laboratory Technician,1.0,Single,11755.0,21386,1.0,Y,No,17,3,2,80,3,18.0,5,4.0,5,1,5,1
24,No,Travel_Frequently,351,Sales,5.0,3.0,Life Sciences,1,979,1.0,Male,80,3,1,Sales Representative,2.0,Married,6101.0,7046,4.0,Y,No,11,3,2,80,3,0.0,6,2.0,0,0,0,0
48,No,Travel_Rarely,599,Sales,27.0,1.0,Technical Degree,1,1382,4.0,Male,88,2,3,Sales Executive,4.0,Single,13159.0,14492,0.0,Y,No,18,3,2,80,2,25.0,1,2.0,14,2,3,5
26,No,TRAVEL_RARELY,400,Research & Development,2.0,3.0,life sciences,1,313,3.0,Male,85,3,1,Healthcare Representative,1.0,Single,6246.0,16057,6.0,Y,Yes,15,4,3,80,3,7.0,1,3.0,0,0,0,0
49,No,Non-Travel,619,Research & Development,7.0,4.0,MEDICAL,1,92,2.0,Male,58,4,2,Research Scientist,1.0,  Married  ,7467.0,5192,2.0,Y,No,11,3,4,80,0,26.0,6,4.0,3,0,1,0
39,No,  Travel_Rarely  ,883,Research & Development,12.0,3.0,Technical Degree,1,722,2.0,Female,72,4,2,Healthcare Representative,3.0,DIVORCED,9067.0,22680,4.0,Y,Yes,18,3,1,80,2,14.0,0,2.0,0,0,0,0
41,No,Travel_Frequently,1053,Sales,1.0,5.0,Marketing,1,1266,3.0,Female,55,1,2,Sales Executive,2.0,Married,10471.0,20283,4.0,Y,No,11,3,3,80,1,16.0,3,3.0,2,2,2,0
